longitude;latitude;observationId;Temperatura_Media_Anual_GrausC;Precipitacao_Media_Anual_mm;Temperatura_Media_Janeiro_GrausC;Temperatura_Media_Fevereiro_GrausC;Temperatura_Media_Marco_GrausC;Temperatura_Media_Abril_GrausC;Temperatura_Media_Maio_GrausC;Temperatura_Media_Junho_GrausC;Temperatura_Media_Julho_GrausC;Temperatura_Media_Agosto_GrausC;Temperatura_Media_Setembro_GrausC;Temperatura_Media_Outubro_GrausC;Temperatura_Media_Novembro_GrausC;Temperatura_Media_Dezembro_GrausC;Precipitacao_Media_Janeiro_mm;Precipitacao_Media_Fevereiro_mm;Precipitacao_Media_Marco_mm;Precipitacao_Media_Abril_mm;Precipitacao_Media_Maio_mm;Precipitacao_Media_Junho_mm;Precipitacao_Media_Julho_mm;Precipitacao_Media_Agosto_mm;Precipitacao_Media_Setembro_mm;Precipitacao_Media_Outubro_mm;Precipitacao_Media_Novembro_mm;Precipitacao_Media_Dezembro_mm;Capacidade_Armazenamento_Agua_mm;Teor_Argila_Subsolo_%;Teor_Cascalho_Subsolo_%;Teor_Carbono_Organico_Subsolo_%;Teor_Areia_Subsolo_%;Teor_Silte_Subsolo_%;Teor_Argila_Cam_Superior_%;Teor_Cascalho_Cam_Superior_%;Teor_Carbono_Organico_Cam_Superior_%;Teor_Areia_Cam_Superior_%;Teor_Silte_Cam_Superior_%;Classificacao_Clima_KoeppenGeiger;Isotermalidade;Sazonalidade_Temperatura
-44.64;-21.48;5691159.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691160.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691161.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691162.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691163.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691164.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691165.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691166.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691167.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691168.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691169.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691170.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691171.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691172.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691173.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691174.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691175.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691176.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691177.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691178.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691179.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691180.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691181.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691182.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691183.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691184.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691185.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691186.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691187.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691188.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691189.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691190.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691191.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691192.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691193.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691194.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691195.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691196.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691197.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691198.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691199.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691200.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691201.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691202.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691203.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691204.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691205.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691206.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691207.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691208.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691209.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691210.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691211.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691212.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691213.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691214.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691215.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691216.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691217.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691218.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691219.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691220.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691221.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691222.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691223.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691224.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691225.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-44.64;-21.48;5691226.0;18.5;1585.0;21.0;20.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;19.0;19.0;19.0;27.0;23.0;19.0;7.0;3.0;2.0;1.0;2.0;6.0;13.0;19.0;31.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;12.0;0.66;19.99
-41.67;-22.25;6259870.0;22.9;1128.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;10.0;10.0;9.0;7.0;4.0;4.0;4.0;6.0;10.0;14.0;17.0;115.0;11.8;8.0;0.74;73.0;15.2;13.6;12.4;3.041;74.2;12.2;1.0;0.58;18.77
-41.58;-22.2;6479370.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-43.41;-23.01;6479375.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-41.66;-22.25;6479376.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-43.21;-22.98;6479382.0;22.8;1336.0;25.0;25.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;16.0;14.0;15.0;13.0;9.0;6.0;5.0;6.0;8.0;11.0;12.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.55;20.62
-43.36;-22.99;6479385.0;23.3;1242.0;26.0;26.0;25.0;24.0;22.0;21.0;20.0;21.0;21.0;22.0;23.0;24.0;15.0;14.0;15.0;12.0;8.0;5.0;4.0;5.0;7.0;10.0;11.0;13.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.56;20.62
